record	YYYY	deaths	weapon	OECD	Iraq/Afghan
24986	2005	1	4	0	1
24987	2005	2	4	0	1
24989	2005	1	5	0	0
24992	2005	8	4	0	1
24998	2005	2	2	0	1
24999	2005	2	4	0	1
25000	2005	1	4	0	1
25003	2005	2	2	0	1
25011	2005	1	6	0	1
25012	2005	1	6	0	1
25015	2005	8	6	0	1
25016	2005	5	3	0	1
25019	2005	1	2	0	0
25020	2005	2	4	0	1
25022	2005	1	4	0	1
25024	2005	36	4	0	1
25025	2005	1	2	0	1
25026	2005	1	2	0	1
25029	2005	1	4	0	1
25030	2005	1	4	0	1
25031	2005	1	2	0	1
25033	2005	1	4	0	1
25034	2005	3	2	0	1
25036	2005	2	4	0	1
25039	2005	1	4	0	1
25045	2005	1	2	0	1
25046	2005	7	2	0	1
25047	2005	1	4	0	1
25049	2005	1	4	0	1
25050	2005	1	2	0	1
25055	2005	14	6	0	0
25057	2005	1	4	0	1
25058	2005	1	4	0	1
25059	2005	1	4	0	1
25060	2005	1	4	0	1
25061	2005	1	4	0	1
25062	2005	1	2	0	1
25063	2005	1	2	0	1
25064	2005	2	4	0	1
25068	2004	3	4	0	1
25069	2004	1	2	0	1
25070	2004	4	4	0	1
25071	2004	2	4	0	1
25073	2004	2	4	0	1
25075	2004	1	4	0	1
25076	2004	1	4	0	1
25079	2004	1	5	0	1
25080	2004	1	4	0	1
25081	2004	1	4	0	1
25083	2005	2	4	0	1
25085	2005	5	4	0	1
25086	2005	2	2	0	1
25088	2005	6	4	0	1
25091	2005	1	2	0	1
25093	2005	1	4	0	1
25094	2005	1	4	0	1
25098	2004	1	4	0	1
25099	2004	1	4	0	1
25100	2004	1	4	0	1
25101	2004	1	4	0	1
25102	2004	3	2	0	1
25103	2004	3	4	0	1
25106	2004	3	4	0	1
25107	2005	2	2	0	0
25109	2004	1	4	0	1
25110	2005	1	4	0	0
25116	2005	1	4	0	0
25117	2005	1	4	0	0
25123	2005	1	4	0	0
25131	2005	4	2	0	1
25132	2005	3	2	0	1
25133	2005	1	4	0	1
25134	2005	1	4	0	1
25136	2005	1	4	0	0
25137	2005	1	4	0	1
25138	2005	1	4	0	1
25141	2004	1	4	0	1
25142	2004	2	2	0	1
25143	2004	3	4	0	1
25144	2004	2	4	0	1
25146	2004	1	4	0	1
25151	2004	1	4	0	1
25152	2004	1	5	0	0
25154	2005	1	2	0	1
25155	2005	2	4	0	1
25159	2005	2	4	0	1
25160	2005	1	2	0	1
25162	2005	16	2	0	1
25165	2004	9	2	0	1
25167	2004	3	2	0	1
25168	2004	2	5	0	1
25169	2004	1	4	0	1
25170	2004	2	4	0	1
25172	2004	1	4	0	1
25173	2004	1	4	0	0
25177	2005	1	4	0	0
25183	2005	1	4	0	1
25185	2005	1	2	0	1
25189	2004	1	4	0	1
25190	2004	1	4	0	1
25192	2004	1	4	0	0
25196	2004	1	5	0	1
25197	2004	1	5	0	1
25198	2004	1	4	0	1
25199	2004	3	4	0	1
25200	2005	3	4	0	1
25201	2004	1	4	0	1
25202	2004	1	2	0	1
25203	2004	1	4	0	1
25209	2005	2	4	0	1
25217	2005	4	4	0	1
25218	2005	1	4	0	1
25219	2005	1	4	0	1
25220	2005	1	4	0	1
25225	2005	4	2	0	1
25226	2005	3	4	0	1
25227	2005	3	4	0	1
25228	2005	2	4	0	1
25230	2005	5	2	0	1
25232	2005	2	4	0	1
25233	2005	2	4	0	1
25234	2005	2	2	0	1
25235	2005	1	4	0	1
25236	2005	2	2	0	1
25237	2005	4	2	0	1
25238	2005	1	4	0	1
25239	2005	5	2	0	1
25240	2005	2	2	0	1
25243	2004	2	4	0	1
25244	2004	2	4	0	1
25246	2004	2	4	0	1
25247	2004	1	4	0	1
25249	2005	88	2	0	1
25250	2005	4	2	0	1
25251	2005	11	2	0	1
25252	2005	5	2	0	1
25253	2005	7	2	0	1
25254	2005	4	4	0	1
25255	2005	8	2	0	1
25256	2005	17	4	0	1
25257	2005	1	4	0	1
25262	2005	2	4	0	1
25264	2005	1	4	0	0
25267	2005	1	4	0	0
25269	2005	1	2	0	0
25273	2005	4	4	0	1
25275	2005	30	2	0	1
25277	2005	8	2	0	1
25279	2005	3	2	0	1
25280	2005	2	2	0	1
25281	2005	1	4	0	1
25283	2005	1	4	0	1
25284	2005	1	4	0	1
25286	2005	1	4	0	1
25288	2005	1	2	0	0
25291	2005	2	4	0	1
25292	2005	5	2	0	1
25296	2005	12	2	0	1
25298	2005	1	4	0	0
25300	2005	1	4	0	0
25303	2005	1	4	0	0
25304	2005	1	4	0	0
25305	2005	1	4	0	0
25308	2005	2	4	0	0
25311	2005	1	4	0	0
25313	2005	1	2	0	0
25316	2005	1	4	0	1
25317	2005	1	4	0	1
25318	2005	2	4	0	1
25323	2005	1	4	0	0
25325	2005	1	4	0	0
25327	2005	1	4	0	0
25329	2005	1	4	0	0
25330	2005	1	2	0	0
25336	2005	1	5	0	0
25337	2005	1	4	0	1
25338	2005	4	4	0	1
25341	2005	1	4	0	1
25342	2005	1	4	0	1
25343	2005	4	4	0	1
25345	2005	1	4	0	0
25354	2005	1	4	0	0
25355	2005	1	4	0	0
25356	2005	1	4	0	1
25357	2005	9	2	0	1
25359	2005	5	2	0	1
25360	2005	2	4	0	1
25362	2005	2	4	0	1
25363	2005	1	4	0	1
25364	2005	9	2	0	1
25365	2005	3	4	0	1
25366	2005	3	2	0	1
25367	2005	1	2	0	1
25368	2005	2	2	0	1
25369	2005	4	4	0	1
25370	2005	1	4	0	1
25371	2005	1	4	0	1
25372	2005	1	4	0	1
25373	2005	1	4	0	1
25374	2005	1	4	0	1
25375	2005	1	4	0	1
25377	2005	1	2	0	1
25378	2005	2	4	0	1
25379	2005	1	4	0	1
25380	2005	4	2	0	1
25381	2005	5	4	0	1
25382	2005	1	4	0	1
25383	2005	2	2	0	1
25386	2005	10	2	0	1
25387	2005	9	4	0	1
25389	2005	6	4	0	1
25392	2005	13	2	0	1
25393	2005	5	2	0	1
25394	2005	5	4	0	1
25395	2005	6	2	0	1
25398	2005	3	4	0	1
25406	2005	1	4	0	1
25407	2005	10	2	0	1
25408	2005	4	4	0	1
25410	2005	1	4	0	1
25411	2005	1	2	0	1
25412	2005	1	4	0	1
25414	2005	1	4	0	0
25417	2005	22	4	0	1
25419	2005	1	4	0	1
25420	2005	9	2	0	1
25421	2005	2	2	0	1
25422	2005	2	4	0	1
25424	2005	2	4	0	1
25425	2005	2	4	0	1
25426	2005	1	4	0	1
25428	2005	1	4	0	1
25429	2005	1	4	0	1
25430	2005	2	2	0	1
25433	2005	1	2	0	0
25434	2005	2	4	0	0
25435	2005	1	2	0	0
25438	2005	12	2	0	1
25439	2005	102	2	0	1
25442	2005	1	2	0	1
25443	2005	4	4	0	1
25444	2005	3	4	0	1
25445	2005	7	4	0	1
25448	2005	7	4	0	1
25451	2005	4	2	0	1
25452	2005	3	2	0	1
25453	2005	2	4	0	1
25455	2005	1	2	0	1
25456	2005	1	4	0	1
25457	2005	2	4	0	1
25459	2005	12	2	0	1
25460	2005	3	2	0	0
25462	2005	1	4	0	1
25465	2005	1	4	0	1
25467	2005	4	4	0	1
25468	2005	4	2	0	1
25470	2005	4	5	0	0
25472	2005	1	5	0	0
25474	2005	3	4	0	1
25475	2005	2	4	0	1
25478	2005	1	2	0	1
25486	2005	36	2	0	1
25487	2005	2	5	0	1
25488	2005	5	2	0	1
25489	2005	4	2	0	1
25490	2005	2	4	0	1
25492	2005	11	2	0	1
25516	2005	1	2	0	1
25540	2005	1	4	0	0
25545	2005	1	4	0	0
25546	2005	1	4	0	0
25557	2005	1	4	0	0
25558	2005	22	4	0	1
25559	2005	2	2	0	1
25560	2005	3	4	0	1
25561	2005	1	4	0	1
25563	2005	1	4	0	1
25564	2005	6	2	0	1
25565	2005	1	4	0	1
25566	2005	2	4	0	1
25567	2005	2	2	0	1
25568	2005	2	4	0	1
25569	2005	7	2	0	1
25570	2005	1	4	0	1
25571	2005	1	4	0	1
25573	2005	1	2	0	1
25574	2005	2	4	0	1
25575	2005	1	6	0	0
25578	2005	1	4	0	0
25582	2005	1	6	0	0
25583	2005	1	4	0	0
25586	2005	5	2	0	1
25587	2005	7	2	0	0
25588	2005	1	4	0	0
25589	2005	1	4	0	0
25594	2005	1	2	0	0
25595	2005	2	2	0	1
25597	2005	1	6	0	0
25598	2005	1	4	0	1
25599	2005	2	2	0	1
25600	2005	1	4	0	0
25601	2005	3	4	0	1
25605	2005	4	2	0	1
25606	2005	1	2	0	1
25609	2005	2	4	0	1
25610	2005	1	4	0	1
25612	2005	30	2	0	1
25617	2005	2	2	0	1
25618	2005	3	2	0	1
25619	2005	1	4	0	1
25620	2005	4	4	0	1
25621	2005	1	2	0	1
25622	2005	1	2	0	1
25623	2005	2	2	0	1
25625	2005	30	2	0	1
25631	2005	1	4	0	1
25634	2005	1	2	0	1
25642	2005	2	6	0	0
25644	2005	2	2	0	1
25646	2005	1	4	0	1
25661	2005	3	2	0	1
25669	2005	1	4	0	1
25670	2005	4	2	0	1
25672	2005	1	2	0	1
25685	2005	1	4	0	1
25688	2005	6	2	0	1
25689	2005	3	2	0	1
25690	2005	3	4	0	0
25693	2005	6	2	0	0
25694	2005	1	4	0	1
25695	2005	2	4	0	1
25696	2005	3	2	0	1
25698	2005	1	4	0	1
25699	2005	1	4	0	1
25700	2005	2	4	0	1
25702	2005	2	4	0	1
25706	2005	1	4	0	1
25707	2005	3	4	0	1
25709	2005	2	4	0	1
25710	2005	1	4	0	1
25711	2005	4	4	0	1
25712	2005	1	2	0	1
25713	2005	1	4	0	1
25719	2005	6	3	0	1
25721	2005	1	2	0	1
25723	2005	1	4	0	1
25732	2005	3	4	0	1
25733	2005	4	2	0	1
25734	2005	2	2	0	1
25735	2005	2	4	0	1
25736	2005	1	4	0	1
25737	2005	4	4	0	1
25738	2005	1	2	0	1
25740	2005	4	2	0	1
25741	2005	12	4	0	1
25742	2005	5	2	0	1
25743	2005	3	4	0	1
25744	2005	1	4	0	1
25745	2005	1	4	0	1
25746	2005	2	4	0	1
25748	2005	1	4	0	1
25749	2005	1	4	0	1
25751	2005	2	2	0	1
25752	2005	1	4	0	1
25754	2005	1	2	0	1
25756	2005	3	4	0	1
25759	2005	1	4	0	1
25763	2005	1	4	0	1
25766	2005	3	4	0	1
25768	2005	2	4	0	1
25769	2005	20	2	0	1
25774	2005	10	2	0	1
25775	2005	3	2	0	1
25776	2005	1	4	0	1
25780	2005	2	4	0	1
25781	2005	5	2	0	1
25782	2005	4	2	0	1
25784	2005	4	4	0	1
25785	2005	1	4	0	1
25786	2005	2	4	0	1
25789	2005	5	2	0	1
25790	2005	1	2	0	1
25791	2005	1	2	0	1
25792	2005	3	4	0	1
25795	2005	23	4	0	1
25796	2005	2	4	0	1
25797	2005	2	4	0	1
25798	2005	30	2	0	1
25799	2005	2	2	0	1
25800	2005	2	2	0	1
25801	2005	2	4	0	1
25802	2005	1	4	0	1
25803	2005	5	2	0	1
25804	2005	1	4	0	1
25805	2005	1	2	0	1
25807	2005	1	4	0	1
25810	2005	2	4	0	1
25814	2005	2	2	0	1
25815	2005	1	4	0	1
25817	2005	2	2	0	1
25818	2005	20	2	0	1
25828	2005	1	4	0	0
25830	2005	1	4	0	0
25831	2005	1	4	0	1
25832	2005	1	4	0	1
25834	2005	1	2	0	1
25838	2005	1	2	0	1
25840	2005	2	4	0	1
25841	2005	3	2	0	1
25843	2005	2	4	0	1
25844	2005	4	2	0	1
25847	2005	5	2	0	1
25860	2005	1	4	0	0
25861	2005	1	6	0	0
25862	2005	1	6	0	0
25864	2005	1	2	0	0
25868	2005	1	4	0	1
25869	2005	9	4	0	0
25870	2005	27	2	0	1
25871	2005	1	6	0	0
25872	2005	5	2	0	1
25874	2005	1	4	0	1
25877	2005	1	4	0	1
25889	2005	2	4	0	1
25894	2005	1	6	0	0
25900	2005	2	6	0	0
25908	2005	22	2	0	1
25910	2005	1	2	0	0
25911	2005	2	4	0	1
25912	2005	12	4	0	1
25914	2005	1	2	0	1
25917	2005	6	4	0	1
25918	2005	5	2	0	1
25919	2005	2	4	0	1
25921	2005	5	2	0	1
25922	2005	12	4	0	1
25924	2005	1	4	0	1
25925	2005	2	4	0	1
25927	2005	5	2	0	1
25928	2005	1	4	0	1
25929	2005	1	2	0	1
25931	2005	1	4	0	1
25932	2005	1	4	0	1
25933	2005	1	4	0	1
25937	2005	5	2	0	1
25939	2005	6	4	0	1
25943	2005	1	4	1	0
25950	2005	1	4	0	1
25951	2005	2	2	0	1
25952	2005	1	4	0	1
25953	2005	2	2	0	1
25954	2005	1	2	0	1
25956	2005	1	4	0	1
25957	2005	4	2	0	1
25958	2005	1	4	0	1
25959	2005	5	2	0	1
25960	2005	1	4	0	1
25961	2005	2	4	0	1
25979	2005	8	2	0	1
25980	2005	1	4	0	1
25981	2005	1	4	0	1
25982	2005	2	4	0	1
25985	2005	5	2	0	1
25988	2005	7	2	0	1
25989	2005	27	4	0	1
25991	2005	2	2	0	1
25992	2005	35	2	0	1
25993	2005	1	4	0	0
25994	2005	5	4	0	0
25996	2005	4	4	0	0
25998	2005	2	4	0	0
25999	2005	1	4	0	1
26001	2005	3	4	0	1
26002	2005	2	4	0	1
26003	2005	1	2	0	1
26004	2005	1	2	0	1
26005	2005	1	4	0	1
26006	2005	1	2	0	1
26008	2005	2	4	0	1
26009	2005	1	2	0	1
26010	2005	1	4	0	1
26011	2005	1	4	0	1
26012	2005	6	2	0	1
26013	2005	2	2	0	1
26014	2005	4	4	0	1
26015	2005	2	2	0	1
26016	2005	4	2	0	1
26020	2005	1	4	0	1
26021	2005	15	6	0	0
26022	2005	2	6	0	0
26025	2005	3	5	0	0
26028	2005	6	2	0	0
26034	2005	1	2	0	0
26037	2005	8	4	0	0
26041	2005	1	4	0	0
26043	2005	1	4	0	0
26048	2005	1	4	0	0
26051	2005	1	2	0	0
26052	2005	5	2	0	0
26053	2005	1	4	0	0
26055	2005	2	4	0	0
26057	2005	2	3	0	0
26058	2005	1	4	0	0
26060	2005	1	6	0	0
26076	2005	1	2	0	0
26079	2005	1	4	0	0
26081	2005	7	6	0	0
26086	2005	8	4	0	0
26087	2005	1	4	0	0
26091	2005	1	4	0	0
26096	2005	8	2	0	1
26099	2005	77	2	0	1
26101	2005	1	4	0	1
26102	2005	1	4	0	1
26103	2005	50	2	0	1
26104	2005	13	2	0	1
26105	2005	1	4	0	1
26106	2005	1	2	0	1
26107	2005	4	4	0	1
26109	2005	4	2	0	1
26110	2005	4	2	0	1
26111	2005	1	4	0	1
26112	2005	1	4	0	1
26113	2005	1	4	0	1
26115	2005	1	4	0	1
26116	2005	2	4	0	1
26117	2005	1	4	0	1
26119	2005	1	2	0	1
26120	2005	2	2	0	1
26121	2005	1	4	0	1
26127	2005	1	2	0	1
26128	2005	1	4	0	1
26148	2005	4	4	0	1
26151	2005	3	2	0	1
26177	2005	1	2	0	1
26179	2005	5	4	0	1
26181	2005	2	4	0	1
26182	2005	2	4	0	1
26183	2005	1	2	0	1
26184	2005	1	2	0	1
26185	2005	1	4	0	1
26188	2005	2	6	0	0
26194	2005	1	2	0	0
26198	2005	11	2	0	1
26199	2005	34	2	0	1
26202	2005	1	6	0	0
26203	2005	1	2	0	1
26204	2005	1	4	0	1
26205	2005	1	4	0	1
26207	2005	1	4	0	1
26208	2005	3	4	0	1
26209	2005	1	6	0	1
26210	2005	7	4	0	1
26212	2005	6	2	0	1
26213	2005	4	2	0	1
26214	2005	1	4	0	1
26218	2005	1	4	0	1
26219	2005	2	4	0	1
26220	2005	1	2	0	1
26221	2005	3	4	0	1
26222	2005	2	2	0	1
26223	2005	2	2	0	1
26224	2005	1	4	0	1
26225	2005	1	2	0	1
26226	2005	1	4	0	1
26227	2005	1	4	0	1
26228	2005	1	4	0	1
26230	2005	1	4	0	1
26231	2005	2	4	0	1
26232	2005	1	4	0	1
26233	2005	1	4	0	1
26235	2005	4	4	0	1
26237	2005	1	4	0	1
26238	2005	1	4	0	1
26239	2005	1	4	0	1
26240	2005	1	4	0	1
26242	2005	1	4	0	1
26249	2005	1	2	0	0
26255	2005	1	4	0	1
26257	2005	3	4	0	1
26258	2005	5	4	0	1
26259	2005	3	4	0	1
26260	2005	2	4	0	1
26261	2005	1	4	0	1
26262	2005	2	4	0	1
26263	2005	1	4	0	1
26264	2005	1	4	0	1
26267	2005	1	4	0	1
26268	2005	9	4	0	1
26269	2005	1	4	0	1
26273	2005	3	6	0	1
26275	2005	5	6	0	1
26276	2005	1	5	0	1
26282	2005	1	4	0	1
26284	2005	3	2	0	1
26290	2005	1	4	0	1
26299	2005	6	4	0	1
26300	2005	2	4	0	1
26301	2005	1	4	0	1
26302	2005	1	4	0	1
26304	2005	1	4	0	1
26307	2005	1	4	0	1
26309	2005	1	4	0	1
26311	2005	1	2	0	1
26315	2005	1	4	0	1
26316	2005	3	2	0	1
26317	2005	1	4	0	1
26318	2005	11	4	0	1
26319	2005	9	4	0	1
26320	2005	1	4	0	1
26322	2005	2	4	0	1
26323	2005	1	4	0	1
26324	2005	1	4	0	1
26325	2005	2	4	0	1
26326	2005	43	2	0	1
26327	2005	2	6	0	1
26329	2005	5	2	0	1
26331	2005	1	2	0	1
26332	2005	4	2	0	1
26335	2005	3	6	0	1
26337	2005	1	2	0	1
26345	2005	3	2	0	1
26348	2005	2	4	0	1
26350	2005	1	4	0	1
26352	2005	1	6	0	1
26353	2005	2	6	0	1
26354	2005	1	6	0	1
26356	2005	1	4	0	1
26357	2005	1	4	0	1
26358	2005	1	2	0	1
26362	2005	4	4	0	1
26363	2005	3	6	0	1
26370	2005	2	2	0	1
26371	2005	1	4	0	1
26372	2005	1	4	0	1
26374	2005	1	6	0	1
26375	2005	3	2	0	1
26376	2005	1	2	0	1
26378	2005	2	2	0	1
26379	2005	1	4	0	0
26380	2005	32	2	0	1
26382	2005	2	2	0	1
26384	2005	1	2	0	1
26387	2005	1	2	0	1
26389	2005	6	2	0	0
26392	2005	63	2	0	0
26394	2005	3	2	0	0
26395	2005	1	4	0	1
26396	2005	1	4	0	1
26398	2005	1	2	0	1
26399	2005	1	4	0	1
26400	2005	1	4	0	1
26408	2005	2	4	0	1
26409	2005	1	2	0	1
26410	2005	2	4	0	1
26411	2005	3	4	0	1
26412	2005	1	4	0	1
26413	2005	1	4	0	1
26414	2005	3	2	0	1
26415	2005	3	4	0	1
26416	2005	1	4	0	1
26418	2005	3	4	0	1
26420	2005	4	4	0	1
26421	2005	1	4	0	1
26422	2005	2	4	0	0
26429	2005	3	2	0	0
26430	2005	1	4	0	1
26431	2005	1	4	0	1
26432	2005	1	4	0	1
26433	2005	1	2	0	1
26440	2005	2	2	0	1
26445	2005	1	2	0	1
26448	2005	1	2	0	1
26449	2005	1	2	0	1
26452	2005	1	2	0	1
26468	2005	1	2	0	0
26470	2005	5	4	0	1
26473	2005	1	2	0	1
26475	2005	5	2	0	1
26478	2000	2	2	0	0
26479	1999	4	4	0	0
26483	1995	1	6	0	0
26488	2005	3	6	0	0
26490	2005	1	3	0	0
26491	2005	2	2	0	0
26493	2005	1	6	0	0
26497	2005	1	6	0	0
26499	2005	1	2	0	0
26502	2005	6	2	0	0
26506	2005	3	4	0	0
26508	2005	1	4	0	0
26509	2005	1	4	0	0
26511	2005	1	4	0	0
26513	2005	8	4	0	0
26515	2005	1	4	0	0
26517	2005	10	5	0	0
26521	2005	1	4	0	0
26522	2005	1	4	0	0
26523	2005	1	2	0	1
26525	2005	3	2	0	1
26530	2005	2	4	0	1
26531	2005	1	5	0	1
26533	2005	1	4	0	1
26534	2005	1	2	0	1
26535	2005	1	2	0	1
26536	2005	2	4	0	1
26537	2005	1	4	0	1
26541	2005	1	4	0	1
26542	2005	1	4	0	1
26543	2005	1	4	0	1
26544	2005	1	4	0	1
26545	2005	1	4	0	1
26546	2005	2	4	0	1
26547	2005	3	2	0	1
26548	2005	1	2	0	1
26549	2005	1	4	0	1
26552	2005	2	4	0	1
26553	2005	1	4	0	1
26554	2005	1	4	0	1
26555	2005	5	2	0	1
26556	2005	1	2	0	1
26557	2005	3	4	0	1
26558	2005	1	4	0	1
26559	2005	2	2	0	1
26560	2005	3	4	0	1
26564	2005	4	4	0	1
26566	2005	1	2	0	1
26567	2005	4	4	0	1
26568	2005	4	2	0	1
26571	2005	2	4	0	1
26573	2005	1	2	0	1
26576	2005	1	4	0	1
26577	2005	1	2	0	1
26581	2005	1	4	0	1
26583	2005	1	4	0	1
26585	2005	11	4	0	1
26586	2005	3	2	0	1
26587	2005	3	2	0	1
26588	2005	1	2	0	1
26589	2005	2	4	0	1
26590	2005	1	4	0	1
26591	2005	1	2	0	1
26592	2005	1	4	0	1
26594	2005	1	4	0	1
26595	2005	1	4	0	1
26596	2005	1	4	0	1
26599	2005	2	2	0	1
26601	2005	3	2	0	1
26603	2005	3	4	0	1
26605	2005	1	3	0	1
26611	2005	5	2	0	1
26612	2005	1	2	0	1
26614	2005	1	4	0	1
26615	2005	1	4	0	1
26616	2005	2	4	0	1
26617	2005	1	4	0	1
26621	2005	2	2	0	1
26623	2005	1	4	0	1
26624	2005	4	2	0	1
26626	2005	1	4	0	1
26627	2005	3	4	0	1
26628	2005	1	2	0	1
26630	2005	3	2	0	1
26631	2005	1	2	0	1
26632	2005	6	2	0	1
26633	2005	1	4	0	1
26634	2005	12	4	0	1
26635	2005	1	4	0	1
26639	2005	2	2	0	1
26643	2005	5	2	0	1
26644	2005	3	2	0	1
26645	2005	8	4	0	0
26647	2005	12	4	0	0
26648	2005	5	4	0	0
26657	2005	5	2	0	1
26658	2005	2	2	0	1
26660	2005	5	2	0	1
26661	2005	9	4	0	1
26662	2005	2	4	0	1
26666	2006	3	4	0	1
26667	2006	7	2	0	1
26671	2006	1	4	0	1
26677	2005	1	4	0	1
26678	2006	1	4	0	1
26679	2006	2	4	0	1
26688	2006	1	4	0	1
26689	2006	1	4	0	1
26690	2005	2	2	1	0
26697	2006	2	4	0	1
26705	2006	1	4	0	1
26706	2006	36	2	0	1
26715	2006	1	4	0	1
26716	2006	1	2	0	1
26718	2006	7	2	0	1
26719	2006	4	2	0	1
26720	2006	2	4	0	1
26721	2006	1	4	0	1
26722	2006	1	4	0	1
26723	2006	1	2	0	1
26729	2005	1	6	0	0
26730	2005	1	6	0	0
26731	2005	1	4	0	0
26732	2005	6	4	0	0
26734	2005	2	2	0	0
26736	2005	2	6	0	0
26737	2005	1	6	0	0
26742	2005	1	4	0	0
26754	2006	63	2	0	1
26755	2006	56	2	0	1
26756	2006	2	2	0	1
26757	2005	1	4	0	0
26760	2006	3	4	0	1
26761	2006	1	4	0	1
26763	2006	2	4	0	1
26765	2005	1	6	0	0
26766	2005	1	6	0	0
26768	2005	16	2	0	0
26777	2005	10	2	0	0
26778	2005	1	4	0	0
26779	2005	2	5	0	0
26780	2005	1	2	0	0
26783	2005	1	4	0	0
26784	2005	1	4	0	0
26786	2005	1	4	0	0
26787	2005	1	2	0	0
26788	2005	1	4	0	0
26789	2005	1	4	0	0
26790	2005	1	4	0	0
26801	2006	1	2	0	1
26814	2005	1	4	0	0
26817	2005	2	4	0	0
26823	2005	1	4	0	0
26824	2005	1	2	0	0
26825	2005	1	4	0	0
26826	2005	1	4	0	0
26829	2005	1	4	0	0
26831	2006	4	4	0	0
26837	2005	1	4	0	0
26841	2005	3	4	0	0
26849	2006	29	2	0	1
26850	2005	1	4	0	0
26851	2005	5	4	0	0
26853	2005	1	4	0	0
26855	2005	2	6	0	0
26856	2006	1	4	0	1
26857	2006	1	4	0	1
26859	2006	1	4	0	1
26860	2006	2	2	0	1
26866	2006	1	2	0	1
26867	2006	1	4	0	1
26868	2006	1	4	0	1
26871	2006	1	4	0	1
26872	2005	4	2	0	0
26873	2005	2	2	0	0
26874	2005	3	2	0	0
26875	2005	3	2	0	0
26887	2005	4	2	0	0
26891	2005	1	4	0	0
26894	2005	2	4	0	0
26901	2005	6	2	0	0
26908	2005	1	4	0	0
26911	2005	1	4	0	0
26913	2005	2	4	0	0
26915	2005	2	4	0	0
26918	2005	1	4	0	0
26922	2005	1	4	0	0
26927	2005	1	2	0	0
26928	2005	3	4	0	0
26929	2005	2	4	0	0
26942	2005	1	4	0	0
26946	2005	1	2	0	0
26948	2005	3	4	0	0
26949	2005	1	4	0	0
26950	2005	1	4	0	0
26957	2005	1	4	0	0
26961	2006	1	4	0	1
26962	2006	1	5	0	1
26963	2006	10	2	0	1
26969	2006	2	4	0	1
26971	2005	4	6	0	0
26972	2005	1	6	0	0
26973	2006	2	2	0	1
26976	2005	1	2	0	0
26978	2006	1	4	0	1
26979	2005	12	2	0	0
26980	2005	7	2	0	0
26982	2005	1	6	0	0
26987	2005	1	4	0	0
26988	2005	1	6	0	0
26992	2005	1	4	0	0
26993	2005	1	6	0	0
26995	2005	1	4	0	0
26996	2005	1	6	0	0
26997	2005	1	4	0	0
27000	2005	1	4	0	0
27007	2005	3	4	0	0
27009	2005	1	4	0	0
27010	2005	3	6	0	0
27015	2005	1	6	0	0
27019	2005	1	4	0	0
27020	2005	1	4	0	0
27030	2005	2	6	0	0
27041	2005	1	2	0	0
27044	2005	1	2	0	0
27046	2005	1	4	0	0
27047	2005	1	4	0	0
27057	2005	4	2	0	0
27058	2005	5	4	0	0
27064	2006	1	4	0	1
27065	2006	1	4	0	1
27066	2006	1	4	0	1
27067	2006	1	4	0	1
27068	2006	2	4	0	1
27069	2006	1	4	0	1
27070	2006	6	2	0	1
27071	2006	1	4	0	1
27072	2006	1	4	0	1
27075	2006	1	2	0	1
27076	2006	1	4	0	1
27078	2006	1	4	0	1
27079	2006	2	2	0	1
27081	2006	2	2	0	1
27082	2006	1	4	0	1
27083	2006	2	3	0	1
27087	2006	1	4	0	1
27088	2006	1	4	0	1
27089	2006	1	4	0	1
27090	2006	1	4	0	1
27092	2006	1	3	0	1
27093	2006	1	4	0	1
27096	2006	2	4	0	1
27097	2006	1	4	0	1
27099	2005	1	4	0	0
27100	2005	2	6	0	0
27104	2005	1	5	0	0
27106	2005	1	4	0	0
27108	2005	1	4	0	0
27109	2005	1	4	0	0
27110	2006	7	4	0	1
27112	2006	10	4	0	1
27114	2006	3	4	0	1
27115	2006	1	4	0	1
27116	2006	4	2	0	1
27118	2006	1	4	0	1
27119	2006	34	4	0	1
27120	2006	1	2	0	1
27123	2006	1	4	0	1
27129	2005	1	4	0	0
27130	2005	3	6	0	0
27138	2005	1	4	0	0
27140	2005	1	4	0	0
27147	2005	2	5	0	0
27150	2006	16	2	0	1
27151	2006	7	2	0	1
27152	2006	2	2	0	1
27153	2006	2	4	0	1
27173	2006	1	2	0	0
27174	2006	3	2	0	1
27176	2006	3	4	0	1
27178	2006	4	2	0	1
27179	2006	5	4	0	1
27180	2006	2	4	0	1
27181	2006	3	2	0	1
27182	2006	1	2	0	1
27183	2006	1	2	0	1
27185	2006	1	4	0	1
27186	2006	1	4	0	1
27188	2006	1	2	0	1
27189	2006	1	4	0	1
27190	2006	1	4	0	1
27192	2006	1	2	0	1
27196	2006	1	2	0	1
27198	2006	1	2	0	1
27202	2005	1	4	0	0
27203	2005	1	4	0	0
27204	2005	1	2	0	0
27207	2006	2	4	0	1
27209	2006	1	2	0	1
27211	2006	1	4	0	1
27213	2006	1	4	0	1
27214	2006	1	4	0	1
27216	2005	4	4	0	0
27217	2005	1	4	0	0
27219	2006	1	4	0	1
27221	2006	1	4	0	1
27225	2005	1	4	0	0
27227	2006	3	2	0	1
27228	2006	1	4	0	1
27229	2006	1	4	0	1
27230	2006	2	2	0	1
27231	2006	1	4	0	1
27233	2005	43	2	0	0
27235	2005	1	6	0	0
27237	2005	2	6	0	0
27239	2005	1	6	0	0
27240	2005	1	2	0	0
27242	2005	9	2	0	0
