record	YYYY	deaths	weapon	OECD	Iraq/Afghan
15028	1998	1	4	1	0
15038	1998	2	2	0	0
15039	1998	2	2	0	0
15040	1998	2	2	0	0
15046	1998	1	2	0	0
15061	1999	3	4	1	0
15089	1999	3	4	1	0
15092	1999	1	4	1	0
15111	1999	1	2	1	0
15114	1999	4	2	1	0
15117	1999	1	4	1	0
15127	1999	1	2	1	0
15138	1999	13	3	1	0
15147	1999	1	4	1	0
15149	1999	2	2	1	0
15162	1999	1	2	1	0
15216	1999	3	2	0	1
15218	1999	3	2	0	1
15222	1999	1	5	0	0
15225	1999	3	6	0	1
15230	1998	1	2	1	0
15231	1998	1	4	1	0
15239	1998	1	2	1	0
15242	2003	2	4	0	0
15243	2003	1	4	0	0
15244	2003	1	4	0	0
15245	2003	2	4	0	0
15246	2003	1	5	0	0
15249	2003	2	4	0	0
15252	1998	1	3	1	0
15253	1998	1	3	1	0
15254	1998	6	6	1	0
15259	2003	7	4	0	1
15267	2003	18	2	0	1
15268	2003	1	4	0	0
15269	2003	1	4	0	0
15270	2003	1	2	0	0
15272	2003	1	4	0	0
15273	2003	1	4	0	0
15274	2003	1	5	0	0
15277	2003	1	4	0	0
15278	2003	4	4	0	0
15282	2003	6	6	0	0
15283	2003	2	4	0	0
15284	2003	2	6	0	0
15285	2003	1	2	0	0
15288	2003	1	4	0	0
15289	2003	1	4	0	0
15291	2003	4	2	0	1
15292	2003	2	4	0	0
15303	2003	17	2	0	0
15310	2002	1	5	0	0
15312	2002	1	4	0	0
15315	2003	1	4	0	0
15317	2003	3	4	0	1
15318	2003	1	2	0	1
15319	2003	9	4	0	0
15320	2003	4	4	0	0
15331	2003	1	6	0	0
15334	2003	5	4	0	0
15343	2003	1	4	0	0
15344	2003	1	4	0	0
15345	2003	1	2	0	0
15347	2003	4	2	0	0
15352	1999	1	2	1	0
15355	1999	2	2	1	0
15360	1999	2	2	1	0
15372	2003	1	4	0	0
15375	2003	3	2	0	1
15377	2003	2	4	0	0
15379	2003	2	4	0	0
15382	2003	7	2	0	0
15385	1999	4	4	1	0
15386	2003	1	4	0	0
15388	2003	1	6	0	0
15389	2003	1	4	0	0
15391	2003	1	4	0	0
15392	2003	1	4	0	0
15394	2003	1	6	0	0
15395	2003	1	4	0	0
15403	1999	1	4	1	0
15405	1999	2	6	1	0
15409	1999	1	4	1	0
15415	1999	1	4	1	0
15416	1999	4	6	1	0
15427	2003	1	4	0	0
15430	2003	11	2	0	0
15432	2003	2	2	0	0
15438	2003	1	2	0	0
15439	2003	24	4	0	0
15440	2003	1	4	0	0
15441	2003	1	2	0	0
15443	2003	1	4	0	0
15444	2003	4	4	0	0
15461	2003	2	4	0	0
15462	2003	1	6	0	0
15464	2003	1	4	0	0
15465	2003	2	4	0	0
15466	2003	1	4	0	0
15467	2003	2	4	0	0
15468	2003	1	4	0	0
15471	2003	1	4	0	0
15473	2003	1	4	0	0
15474	2003	1	6	0	0
15475	2003	1	6	0	0
15476	2003	1	4	0	1
15478	2003	1	6	0	0
15480	2003	2	4	0	1
15484	2003	1	4	0	0
15485	2003	1	4	0	0
15486	2003	1	4	0	0
15505	1999	2	2	0	0
15510	1999	1	4	1	0
15511	1999	1	2	1	0
15513	1999	2	2	1	0
15519	1999	2	2	1	0
15520	1999	1	4	1	0
15523	1999	1	4	1	0
15524	1999	6	4	1	0
15526	1999	1	4	1	0
15527	1999	1	2	1	0
15529	1999	1	2	1	0
15530	1999	1	2	1	0
15533	1999	2	4	1	0
15541	1999	1	4	1	0
15542	1999	2	4	1	0
15543	1999	1	6	1	0
15544	1999	3	4	1	0
15546	1999	1	2	1	0
15547	1999	4	6	1	0
15550	1999	6	4	1	0
15556	1999	1	4	1	0
15557	1999	1	2	1	0
15569	2000	1	2	0	0
15576	2001	2	2	0	0
15577	2002	1	2	0	0
15580	2002	1	2	0	0
15595	2003	3	4	0	0
15605	2003	2	2	0	0
15607	2003	1	4	0	1
15608	2003	2	4	0	0
15612	2003	24	2	0	0
15614	2003	1	4	0	0
15615	2003	1	4	0	0
15619	1998	1	4	0	0
15620	2003	2	2	0	0
15626	2003	1	4	0	0
15627	2003	1	6	0	0
15628	2003	5	4	0	0
15647	1999	1	4	1	0
15652	1999	1	2	1	0
15656	2003	1	2	0	0
15667	1999	1	4	1	0
15676	2003	7	2	0	0
15685	2003	16	2	0	0
15694	2003	5	4	0	0
15697	2003	1	6	0	0
15698	2003	1	4	0	0
15700	2003	1	5	0	0
15704	2003	1	4	0	0
15705	2003	1	6	0	0
15706	2003	3	4	0	0
15707	2003	1	4	0	0
15710	2003	1	4	0	0
15711	2003	1	4	0	0
15712	2003	1	2	0	0
15715	2003	1	4	0	0
15716	2003	2	6	0	0
15719	2003	2	2	0	0
15724	2003	1	6	0	1
15726	2003	1	6	0	1
15728	2003	2	2	0	1
15729	2003	1	4	0	1
15731	2003	1	4	0	1
15734	2003	1	2	0	0
15736	2003	4	2	0	0
15755	2003	1	4	0	0
15756	2003	1	5	0	0
15757	2003	1	5	0	0
15758	2003	1	4	0	0
15759	2003	1	4	0	0
15761	2002	1	4	0	0
15765	1998	1	4	0	0
15766	2003	1	4	0	0
15768	2003	1	5	0	0
15770	1999	10	2	0	0
15772	2003	1	6	0	0
15777	1999	10	6	0	0
15786	1999	1	4	0	0
15791	2003	1	4	0	0
15806	2003	1	4	0	0
15807	2003	1	4	0	0
15808	2003	1	5	0	0
15809	1998	13	6	0	0
15816	2000	1	4	0	0
15818	2000	1	6	0	0
15829	2000	1	6	0	0
15835	2000	1	4	0	0
15842	2000	1	4	0	0
15843	2000	1	4	0	0
15854	1998	1	4	0	0
15855	1998	1	2	0	0
15857	1998	2	2	0	0
15861	1998	3	2	0	0
15863	1998	1	2	0	0
15865	1998	16	4	0	0
15866	1998	8	4	0	0
15886	2000	2	4	0	0
15896	2000	1	4	0	0
15902	2000	1	4	0	0
15903	2000	3	4	0	0
15906	2000	1	4	0	0
15924	2000	1	4	0	0
15931	2000	1	4	0	0
15942	2000	1	4	0	0
15951	1998	2	2	0	0
15952	1998	6	2	0	0
15953	2003	1	2	1	0
15958	2003	52	2	0	0
15959	2003	20	2	0	0
15969	2003	3	2	0	0
15971	2003	8	2	0	0
15972	2003	1	2	0	0
15976	2003	4	2	0	0
15982	2003	1	4	0	0
15983	2003	1	2	0	1
15984	2003	1	4	0	0
15985	2003	1	4	0	0
15986	2003	1	4	0	0
15989	2003	1	4	0	0
15992	2003	1	4	0	0
15993	2003	2	5	0	0
15994	2003	1	6	0	0
15995	2003	1	4	0	0
15996	2003	2	4	0	0
15997	2003	1	2	0	0
15998	2003	1	6	0	0
16005	2003	1	2	0	1
16006	2003	5	3	0	0
16007	2003	1	6	0	0
16008	2003	1	4	0	0
16009	2003	1	4	0	0
16010	2003	3	4	0	0
16011	2003	2	4	0	0
16012	2003	1	6	0	0
16013	2003	1	6	0	0
16015	2003	1	4	0	0
16016	2003	2	4	0	0
16021	2003	1	4	0	0
16029	2003	1	5	0	0
16032	2003	4	2	0	0
16033	2003	20	2	0	0
16034	2003	3	2	0	0
16035	2003	3	2	0	0
16036	2003	4	2	0	0
16037	2003	4	6	0	0
16038	2003	3	6	0	0
16040	2003	9	2	0	0
16041	2003	2	2	0	0
16059	2000	2	4	0	0
16060	2000	1	4	0	0
16076	2000	1	4	0	0
16081	2000	1	4	0	0
16095	2001	1	6	0	0
16101	2001	1	4	0	0
16102	2001	1	4	0	0
16104	2001	1	4	0	0
16108	2001	2	4	0	0
16110	2001	1	4	0	0
16111	2001	1	4	0	0
16116	2003	1	4	0	1
16120	2003	1	6	0	0
16121	2003	2	4	0	0
16124	2003	3	6	0	0
16125	2003	1	4	0	0
16127	2003	1	5	0	0
16128	2003	1	5	0	0
16129	2003	1	6	0	0
16130	2003	1	6	0	0
16131	2003	1	6	0	0
16132	2003	1	4	0	0
16133	2003	1	6	0	0
16135	2003	1	4	0	0
16136	2003	1	4	0	0
16137	2003	1	4	0	0
16138	2003	1	4	0	0
16139	2003	4	4	0	0
16140	2003	1	6	0	0
16141	2003	1	4	0	0
16142	2003	3	2	0	1
16143	2003	12	4	0	0
16145	2003	1	4	0	0
16146	2003	2	5	0	0
16148	2003	1	4	0	0
16150	2003	18	2	0	0
16155	1999	4	2	0	0
16156	1999	4	6	0	0
16157	1999	3	2	0	0
16159	1999	1	2	0	0
16160	1999	8	4	0	0
16161	1999	3	2	0	0
16171	2003	8	2	0	0
16180	2003	1	6	0	0
16182	2003	1	6	0	0
16183	2003	1	6	0	0
16189	2003	1	6	0	0
16191	2003	3	6	0	0
16205	2003	3	4	0	0
16208	2003	2	2	1	0
16209	2003	1	2	0	0
16210	2003	7	4	0	0
16217	2003	3	2	0	0
16221	1998	1	2	0	0
16223	1998	14	2	0	0
16225	1998	1	2	0	0
16233	1998	1	4	0	0
16234	1998	17	2	0	0
16240	1998	1	2	0	0
16245	1999	6	6	0	0
16249	1998	1	4	0	0
16251	1998	1	4	0	0
16255	1999	1	2	0	0
16256	1999	2	2	0	0
16257	1999	1	2	0	0
16259	1999	2	2	0	0
16260	1999	5	2	0	0
16263	1999	1	2	0	0
16264	1999	2	2	0	0
16265	2003	1	4	0	0
16275	1999	1	2	0	0
16284	1998	1	4	0	0
16285	1998	1	4	0	0
16298	2000	17	2	0	0
16299	2003	2	4	1	0
16303	2003	2	4	1	0
16305	1999	3	4	0	0
16308	2003	2	4	0	0
16309	2003	4	6	0	0
16310	2003	3	4	0	0
16311	2003	1	6	0	0
16313	2003	1	4	0	0
16327	2003	1	4	0	0
16330	2003	1	6	0	0
16344	2003	2	5	0	0
16345	2003	1	5	0	0
16353	2003	3	4	0	0
16354	2003	3	2	0	0
16355	2003	4	4	0	0
16358	2003	2	2	0	0
16365	2003	1	2	0	0
16367	2003	1	2	0	0
16376	2003	3	2	0	0
16377	2003	2	4	0	1
16379	2003	1	2	0	1
16381	2003	1	4	0	0
16403	1999	2	2	0	0
16405	1999	8	2	0	0
16426	1998	1	4	0	0
16432	1998	1	6	0	0
16434	1998	1	4	0	0
16443	1998	14	2	0	0
16444	1998	2	4	0	0
16446	1999	4	4	0	0
16450	2001	1	4	0	0
16451	2001	1	4	0	0
16459	1999	1	2	0	0
16464	1999	60	2	0	0
16467	1999	2	2	0	0
16471	1999	3	2	0	0
16472	2003	1	2	0	0
16476	2003	17	2	0	0
16480	2001	1	4	0	0
16501	2001	1	4	0	1
16530	2003	1	2	0	0
16542	1999	5	2	0	0
16549	1999	2	2	0	0
16560	2003	1	4	0	0
16561	2003	3	2	0	0
16566	2003	1	2	0	0
16577	1999	9	4	0	0
16580	1999	2	2	0	0
16581	1999	1	4	0	0
16583	2003	1	6	0	0
16584	2003	1	4	0	0
16585	2003	4	4	0	0
16590	1999	32	2	0	0
16591	1999	95	2	0	0
16597	1999	3	2	0	0
16598	1999	17	2	0	0
16599	1999	121	2	0	0
16603	1999	1	2	0	0
16622	1999	1	2	0	0
16625	1999	3	2	0	0
16632	2003	52	2	0	0
16633	2003	1	2	0	0
16644	2003	2	2	0	0
16647	2003	1	4	0	0
16654	2003	1	4	0	0
16655	2003	1	5	0	0
16656	2003	1	6	0	0
16659	2000	1	2	0	0
16668	1999	3	2	0	0
16672	1998	2	2	0	0
16675	2003	1	4	0	0
16676	2003	1	4	0	0
16677	2003	1	4	0	0
16678	1999	4	2	0	0
16681	2003	1	6	0	0
16683	2003	1	4	0	0
16684	2003	1	6	0	0
16685	2003	1	6	0	0
16691	2001	1	4	0	0
16698	2003	22	2	0	0
16700	2003	1	4	0	0
16702	2000	21	2	0	0
16703	2000	1	2	0	0
16704	2000	2	2	0	0
16714	2003	1	4	0	1
16720	2003	1	4	0	1
16724	2003	3	4	1	0
16731	2003	3	2	0	1
16740	2004	46	2	0	1
16745	2004	5	2	0	1
16746	2004	1	4	0	1
16750	2004	1	2	0	1
16754	2004	2	4	0	0
16758	2003	1	4	0	0
16775	2003	22	4	0	0
16779	2003	2	4	0	0
16787	2000	8	2	0	0
16789	2000	6	2	0	0
16790	2003	1	6	0	0
16794	2004	3	2	0	0
16797	2004	3	2	0	0
16805	2003	1	4	0	0
16810	2003	1	4	0	0
16812	2003	1	6	0	0
16817	2003	1	6	0	0
16819	2003	1	4	0	0
16820	2003	2	4	0	0
16821	2003	1	4	0	0
16822	2003	1	4	0	0
16824	2003	1	4	0	0
16825	2003	1	4	0	0
16826	2003	1	4	0	0
16827	2003	2	3	0	0
16828	2003	1	4	0	0
16829	2003	1	4	0	0
16830	2003	1	1	0	0
16831	2003	1	4	0	0
16832	2003	1	1	0	0
16833	2003	1	6	0	0
16834	2003	1	6	0	0
16835	2003	1	5	0	0
16836	2003	4	4	0	0
16838	2003	17	2	0	1
16839	2003	1	4	0	0
16840	2003	1	6	0	0
16841	2003	1	4	0	0
16842	2003	1	4	0	0
16843	2003	1	4	0	0
16844	2003	2	4	0	0
16845	2003	1	4	0	0
16846	2003	1	4	0	0
16847	2003	1	4	0	0
16848	2003	1	4	0	0
16850	2003	1	4	0	0
16851	2003	3	2	0	0
16853	2003	1	4	0	0
16854	2003	1	6	0	0
16855	2003	1	4	0	0
16856	2003	1	4	0	0
16860	2003	2	4	0	0
16861	2003	5	4	0	0
16862	2003	2	4	0	0
16863	2003	2	6	0	0
16864	2003	1	4	0	0
16865	2003	1	4	0	0
16866	2003	1	4	0	0
16867	2003	1	4	0	0
16870	2003	2	2	1	0
16872	1999	1	4	0	0
16879	2000	1	2	0	0
16885	2000	1	4	0	0
16886	2000	12	6	0	0
16894	2003	1	2	0	0
16897	2003	12	4	0	1
16908	2003	10	6	0	1
16909	2003	1	4	0	1
16921	2003	2	4	0	0
16922	2003	1	4	0	0
16923	2003	53	2	0	0
16924	2003	1	4	0	0
16925	2003	2	4	0	0
16928	2003	2	2	0	0
16932	2003	1	2	0	0
16933	2003	3	2	0	0
16934	2003	2	2	0	0
16935	2003	3	2	0	0
16937	2003	2	4	0	0
16938	2003	1	4	0	0
16939	2003	1	4	0	0
16940	2003	1	4	0	0
16941	2003	1	4	0	0
16942	2003	7	2	0	0
16943	2003	1	4	0	0
16950	2003	1	5	0	1
16952	2003	2	4	0	1
16953	2003	1	6	0	1
16963	2000	3	2	0	0
16969	2000	2	2	0	0
16971	2000	3	2	0	0
16973	2000	1	4	0	0
16976	2000	6	2	0	0
16977	2000	1	2	0	0
16984	2000	12	2	0	0
16989	2001	1	4	0	0
16997	2000	1	2	0	0
17000	2000	14	2	0	0
17002	2001	1	4	0	0
17009	1998	1	4	0	0
17021	2001	10	2	0	0
17028	2003	1	4	1	0
17029	2000	2	2	0	0
17035	2001	1	2	0	0
17036	2001	1	2	0	0
17037	2003	3	4	0	0
17038	2003	2	2	0	0
17051	2003	2	4	0	0
17058	2003	5	4	0	0
17061	2003	30	4	0	0
17065	2003	11	2	0	0
17066	2003	6	2	0	0
17067	2003	2	4	0	0
17070	2003	2	4	0	0
17072	2003	1	4	0	0
17073	2003	2	5	0	0
17078	2003	2	4	0	1
17081	2003	1	2	0	0
17082	2003	126	2	0	1
17083	2003	1	4	0	0
17089	2003	2	4	0	0
17092	2003	7	4	0	0
17093	2003	1	2	0	0
17097	2003	1	2	0	0
17098	2003	3	2	0	0
17099	2003	15	6	0	1
17100	2003	52	2	0	0
17109	2003	1	6	0	0
17111	2003	5	2	0	0
17112	2003	1	4	0	0
17113	2003	2	4	0	0
17114	2003	3	4	0	0
17118	2003	1	4	0	0
17119	2003	1	4	0	0
17124	2003	1	4	0	0
17126	2003	1	5	0	0
17128	2003	1	4	0	0
17136	2003	1	4	1	0
17139	2003	2	2	1	0
17144	2003	7	2	0	0
17160	2003	1	4	1	0
17167	2003	4	2	0	0
17180	2000	6	2	0	0
17181	2000	1	4	0	0
17187	2003	1	4	0	1
17196	2003	3	2	0	1
17205	2000	9	2	0	0
17208	2000	1	4	0	0
17233	2003	1	4	0	0
17234	2003	1	4	0	0
17240	2003	1	4	0	0
17241	2003	1	6	0	0
17242	2003	1	6	0	0
17251	2003	8	2	0	0
17255	2003	12	2	0	0
17258	2003	1	4	0	0
17259	2003	1	4	0	0
17261	2003	1	4	0	0
17263	2003	1	4	0	0
17264	2003	2	4	0	0
17265	2003	1	4	1	0
17270	2003	22	2	0	0
17272	2003	1	4	0	0
17273	2003	2	4	0	0
17278	2003	1	4	0	0
17292	2003	3	2	0	0
17295	2003	1	2	0	0
17296	2003	1	2	0	0
17313	2003	3	4	0	0
17341	2003	22	6	0	0
17342	2003	1	4	0	0
17343	2003	1	4	0	0
17344	2003	2	2	0	0
17345	1999	2	4	1	0
17346	1999	1	4	1	0
17360	2000	2	2	0	0
17361	2001	4	5	0	0
17364	2003	6	2	0	0
17365	2001	2	2	0	0
17366	2001	1	2	0	0
17370	2000	2	2	0	0
17372	2003	1	4	0	0
17373	2000	9	2	0	0
17375	2003	17	2	0	0
17376	2000	2	2	0	0
17382	2000	1	2	0	0
17386	2003	2	4	0	0
17389	2003	1	4	0	0
17390	2003	1	4	0	0
17392	2000	1	2	0	0
17394	2001	3	2	0	0
17396	2003	1	4	0	0
17397	2003	1	4	0	0
17398	2003	1	4	0	0
17399	2003	1	4	0	0
17400	2003	2	4	0	0
17402	2003	1	4	0	0
17405	2000	22	2	0	0
17408	2000	1	2	0	0
17410	2000	2	2	0	0
17413	2003	1	4	0	0
17415	2003	1	4	0	0
17416	2003	1	4	0	0
17437	2003	1	4	0	0
17438	2003	1	2	0	0
17439	2003	1	4	0	0
17440	2003	2	4	0	0
17445	1997	3	2	0	0
17447	1998	1	4	0	0
17456	1998	1	4	0	0
17467	2000	1	4	0	0
17468	2000	1	3	0	0
17472	2000	1	2	0	0
17478	2000	1	2	0	0
17483	1999	1	3	0	0
17488	2003	28	2	1	0
17489	2003	25	2	1	0
17506	2000	4	2	0	0
17514	1999	2	6	0	0
17516	1999	1	4	0	0
17519	2000	1	2	0	0
17520	1999	1	5	0	0
17524	2003	10	2	0	1
17525	2003	2	4	0	0
17530	2000	10	4	0	0
17533	2001	1	2	0	0
17534	2000	15	2	0	0
17537	2000	1	2	0	0
17538	2000	1	2	0	0
17539	2000	1	2	0	0
17540	2000	1	2	0	0
17541	2000	1	2	0	0
17542	2000	2	2	0	0
17543	2000	1	2	0	0
17544	2000	1	2	0	0
17549	2003	2	2	0	0
17550	2000	1	2	0	0
17551	2003	3	2	0	0
17553	2003	1	4	0	0
17555	2003	3	4	0	0
17558	2003	1	6	0	0
17559	2003	9	4	0	1
17560	2003	2	6	0	1
17563	2003	1	4	0	1
17568	2003	4	2	0	1
17571	2003	1	4	0	0
17572	2003	1	6	0	0
17574	2003	1	4	0	0
17580	2002	2	6	0	0
17581	2002	1	6	0	0
17584	2003	2	2	0	1
17592	2003	1	2	0	0
17595	2003	4	4	0	1
17597	2003	1	2	0	0
17601	2003	1	5	0	0
17607	2003	1	2	0	0
17608	2003	2	2	0	1
17613	2003	1	2	0	0
17616	2003	2	4	0	0
17617	2003	6	4	0	0
17618	2003	1	2	0	0
17622	2003	7	4	0	1
17627	2003	2	2	0	0
17638	2003	1	4	0	0
17640	2003	1	2	0	0
17641	2003	2	2	0	0
17642	2003	1	2	0	0
17644	2003	1	4	0	0
17646	2003	1	4	0	0
17654	2003	2	6	0	0
17655	2003	2	6	0	1
17656	2003	2	4	0	0
17661	2003	7	2	0	1
17662	2003	2	4	0	1
17664	2003	1	4	0	1
17665	2003	3	4	0	1
17666	2003	1	4	1	0
17673	2003	1	4	0	0
17681	2003	1	4	0	0
17686	2003	1	4	0	0
17689	2003	46	2	0	0
17690	2003	1	2	0	0
17691	2003	1	4	0	0
17692	2003	1	4	0	0
17697	2003	5	6	0	0
17698	2003	1	4	0	0
17703	2003	6	2	0	0
17709	2003	1	4	0	0
17716	2003	17	2	0	1
17717	2003	9	2	0	1
17718	2003	1	2	0	1
17720	2003	1	4	0	0
17722	2003	1	4	0	0
17725	2003	1	2	0	0
17726	2003	1	4	0	0
17736	2003	10	2	0	1
17740	2003	1	4	0	1
17742	2003	2	4	0	1
17743	2003	1	4	0	1
17744	2003	1	4	0	1
17745	2003	3	4	0	1
17749	2003	5	2	0	0
17755	2003	1	4	0	0
17783	2003	1	4	0	0
17785	2003	1	4	0	0
17786	2003	1	4	0	0
17789	2003	1	4	0	0
17790	2003	1	4	0	0
17791	2004	10	2	0	0
17792	2004	14	2	0	0
17796	2003	1	4	0	0
17797	2003	2	2	0	0
17804	2004	1	2	0	0
17805	2004	2	4	0	1
17806	2004	1	4	0	1
17809	2004	8	2	0	1
17810	2003	1	4	0	1
17812	2003	4	2	0	0
17815	2004	5	2	0	0
17816	2004	1	4	0	0
17817	2004	4	2	0	1
17818	2004	4	6	0	0
17823	2003	1	4	0	0
17825	2003	2	4	0	0
17827	2003	1	4	0	0
17831	2004	1	4	0	0
17837	2004	2	4	1	0
17841	2004	1	4	0	0
17844	2004	2	2	0	0
17850	2003	1	6	0	1
17851	2003	1	6	0	1
17852	2003	2	2	0	1
17856	2003	1	6	0	1
17860	2003	1	2	0	1
17863	2003	1	2	0	1
17870	2003	1	6	0	1
17873	2004	12	2	0	1
17877	2004	4	2	0	1
17881	2004	3	4	0	0
17882	2004	1	4	0	1
17887	2003	3	2	0	0
17890	2003	3	4	0	0
17891	2003	3	2	0	0
17892	2003	1	2	0	0
17893	2004	2	2	0	0
17895	2003	1	2	0	0
17899	2003	7	2	0	0
17900	2003	17	2	0	0
17905	2004	1	2	0	0
17906	2004	1	4	0	0
17907	2004	1	5	0	0
17913	2004	2	2	0	1
17914	2004	4	2	0	1
17915	2004	1	4	0	1
17916	2004	1	4	0	1
17918	2004	1	4	0	1
17919	2004	1	2	0	1
17926	2004	1	6	0	0
17927	2004	2	4	0	1
17928	2004	1	4	0	1
17930	2004	3	2	0	1
17931	2004	2	4	0	1
17934	2004	11	2	0	0
17936	2004	1	2	0	1
17939	2004	2	4	0	0
17940	2003	12	5	0	0
17941	2003	1	4	0	0
17943	2003	1	4	0	0
17945	2004	1	4	0	0
17948	2004	2	4	0	1
17950	2004	9	2	0	1
17952	2004	117	2	0	1
17962	2004	6	4	0	0
17966	2004	3	2	0	0
17970	1998	4	2	0	0
17972	1998	2	4	0	0
17980	1998	4	4	0	0
17987	2004	6	4	0	0
17988	2004	4	2	0	0
17991	2004	2	5	0	0
17992	2004	1	5	0	0
17993	2004	1	4	0	0
17994	2004	40	2	0	0
17995	1998	2	2	0	0
17997	1998	13	4	0	0
18001	1998	1	4	0	1
18004	1998	10	4	0	1
18011	2004	3	2	0	1
18015	2004	55	2	0	1
18019	2004	2	4	0	1
18020	2003	20	6	0	0
18021	2003	1	2	0	0
18036	1999	10	2	0	0
18037	1999	1	2	0	0
18040	1999	3	2	0	0
18041	1999	2	2	0	0
18052	1999	2	2	0	0
18053	1999	11	2	0	0
18055	1999	1	2	0	0
18056	1999	4	2	0	0
18062	2004	27	2	0	1
18064	2004	1	4	0	1
18067	2004	1	4	0	1
18068	2004	1	2	0	0
18070	1999	12	4	0	0
18073	1999	3	2	0	0
18076	1999	10	2	0	0
18077	1999	6	2	0	0
18078	1999	17	4	0	0
18079	1999	2	2	0	0
18081	1999	11	6	0	0
18082	1999	4	2	0	0
18083	1999	5	4	0	0
18087	1999	3	2	0	0
18089	1999	1	2	0	0
18094	1999	2	2	0	0
18095	1999	2	2	0	0
18099	1999	2	2	0	0
18100	1999	8	2	0	0
18107	1999	1	2	0	0
18109	1999	1	2	0	0
18115	1999	3	2	0	0
18120	1999	1	2	0	0
18121	1999	2	4	0	0
18125	1999	1	2	0	0
18126	1999	11	2	0	0
18127	1999	3	2	0	0
18131	1999	3	2	0	0
18135	1999	1	2	0	0
18139	1999	2	2	0	0
18140	1999	17	4	0	0
18142	1999	3	2	0	0
18143	1999	5	4	0	0
18144	1999	4	4	0	0
18151	2000	19	2	0	0
18152	2000	4	4	0	0
18154	2000	1	2	0	0
18156	2000	3	2	0	0
18158	2000	8	4	0	0
18159	2000	3	4	0	0
18160	2000	4	4	0	0
18161	2000	8	4	0	0
18162	2000	5	4	0	0
18163	2000	3	4	0	0
18164	2000	1	2	0	0
18165	2000	1	2	0	0
18171	2000	6	2	0	0
18175	2003	2	4	0	1
18176	2003	1	4	0	1
18178	2000	3	2	0	0
18179	2000	1	4	0	0
18180	2003	1	2	0	1
18181	2003	1	4	0	1
18183	2000	1	2	0	0
18188	2004	9	2	0	0
18192	2004	10	2	0	1
18195	2000	2	2	0	0
18200	1999	1	4	0	0
18202	2000	4	2	0	0
18204	2000	5	2	0	0
18205	2000	5	2	0	0
18206	2000	1	2	0	0
18207	2001	2	2	0	0
18208	2001	15	2	0	0
18216	2004	2	4	0	1
18218	2004	3	2	0	0
18225	2004	1	4	0	1
18232	2000	3	2	0	0
18233	2000	2	2	0	0
18234	2000	6	2	0	0
18238	2000	2	4	0	0
18242	2000	15	2	0	0
18247	2000	2	4	0	0
18252	2000	8	2	0	0
18253	2000	4	2	0	0
18254	2000	1	2	0	0
18255	2000	2	2	0	0
18258	2004	2	4	0	1
18260	2004	1	4	0	1
18261	2000	22	2	0	0
18262	2000	1	2	0	0
18267	2000	1	2	0	0
18268	2000	10	2	0	0
18270	2000	7	2	0	0
18271	2000	3	2	0	0
18272	2000	21	2	0	0
18273	2000	23	2	0	0
18274	2000	2	2	0	0
18275	2000	3	2	0	0
18276	2000	10	2	0	0
18277	2000	2	6	0	0
18279	2000	26	2	0	0
18281	2000	8	2	0	0
18282	2000	3	2	0	0
18283	2000	3	2	0	0
18284	2000	4	2	0	0
18285	2000	4	2	0	0
18296	2004	6	2	0	0
18305	2004	6	2	0	0
18306	2004	1	2	0	0
18313	2004	1	2	0	0
18316	2004	2	4	0	1
18320	2004	1	2	0	0
18321	2004	1	5	0	0
18323	2004	21	4	0	0
18324	2004	239	3	0	0
18325	2004	8	6	0	0
18326	2004	47	6	0	0
18333	2004	1	4	0	0
18336	2004	1	2	0	1
18337	2004	5	2	0	0
18342	2004	2	2	1	0
18343	2004	1	5	0	0
18345	2004	1	4	0	0
18347	2004	1	4	0	0
18348	2004	1	4	0	0
18354	2004	3	4	0	1
18355	2004	2	4	0	1
18357	2004	1	4	0	1
18363	2001	6	2	0	0
18367	2001	2	2	0	0
18368	2001	2	2	0	0
18371	2001	1	2	0	0
18372	2001	5	2	0	1
18373	2004	12	2	0	0
18379	2004	4	2	0	1
18386	2003	1	2	0	0
18387	2004	3	4	0	1
18389	2004	1	2	0	1
18397	2004	7	2	0	1
18399	2004	1	4	0	1
18405	2004	3	2	0	1
18406	2004	3	4	0	1
18413	2004	1	4	0	0
18414	2004	1	5	0	0
18415	2004	1	4	0	0
18418	2004	2	3	0	0
18420	2004	1	2	0	1
18421	2004	1	4	0	1
18422	2004	1	4	0	0
18425	2004	1	4	0	0
18429	2004	2	4	0	1
18430	2004	9	4	0	1
18435	2004	2	4	0	1
18438	2004	1	4	1	0
18443	2004	2	2	0	1
18444	2004	2	4	0	1
18446	2004	2	4	0	1
18448	2004	1	2	0	1
18454	2004	2	4	0	0
18457	2004	4	4	0	1
18466	2004	2	4	0	0
18467	2004	1	4	0	0
18468	2004	8	4	0	0
18471	2004	3	2	0	0
18472	2004	1	4	0	0
18474	2004	2	4	0	1
18475	2004	3	2	0	1
18476	2004	2	2	0	0
18481	2004	1	2	1	0
18482	2004	1	4	0	0
18504	2004	1	4	0	1
18510	2004	3	4	0	1
18511	2004	1	2	0	1
18516	2004	47	4	0	0
18517	2004	1	2	0	0
18518	2004	191	2	1	0
18519	2004	1	4	0	0
18524	2004	1	4	0	0
18525	2004	3	2	0	0
18528	2004	3	4	0	0
18531	2004	3	4	0	0
18542	2004	1	4	0	0
18549	2004	2	5	0	0
18555	2004	1	5	0	0
18556	2004	2	4	0	0
